ID,NAME,LAT,LNG,DESCRIPTION,IMAGE,USER
1112,Place1112,59.80812,49.6526,Description1112,9,45
1113,Place1113,8.94937,-95.50624,Description1113,6,45
1114,Place1114,-37.58052,160.79664,Description1114,10,45
1115,Place1115,7.67701,117.23003,Description1115,9,46
1116,Place1116,60.29357,81.96628,Description1116,,46
1117,Place1117,4.18211,-10.55919,Description1117,5,46
1118,Place1118,-21.15793,60.59194,Description1118,,46
1119,Place1119,-66.00356,22.8685,Description1119,,46
1120,Place1120,23.06384,-136.71659,Description1120,6,46
1121,Place1121,31.16709,119.56733,Description1121,9,46
1122,Place1122,-20.96614,34.72189,Description1122,9,46
1123,Place1123,-7.39029,-60.87223,Description1123,9,46
1124,Place1124,-43.2284,137.386,Description1124,,46
1125,Place1125,34.19685,-35.58767,Description1125,,46
1126,Place1126,31.29647,-72.9397,Description1126,6,46
1127,Place1127,46.42377,37.58711,Description1127,6,46
1128,Place1128,-31.75953,152.03524,Description1128,5,46
1129,Place1129,-5.2308,-150.89137,Description1129,6,46
1130,Place1130,38.90934,156.21624,Description1130,5,46
1131,Place1131,-14.32037,-72.7965,Description1131,10,46
1132,Place1132,-21.1701,-135.53238,Description1132,6,46
1133,Place1133,-41.36596,-47.52956,Description1133,5,46
1134,Place1134,26.99856,175.39286,Description1134,6,46
1135,Place1135,43.31299,-130.65118,Description1135,6,46
1136,Place1136,23.63613,-101.37191,Description1136,10,46
1137,Place1137,21.40022,29.09723,Description1137,7,47
1138,Place1138,-11.55035,152.21173,Description1138,7,47
1139,Place1139,34.06389,-160.65213,Description1139,5,48
1140,Place1140,12.86442,-93.97173,Description1140,9,48
1141,Place1141,61.67033,-88.41419,Description1141,6,49
1142,Place1142,40.47397,-130.56692,Description1142,6,49
1143,Place1143,-64.5535,-168.99762,Description1143,,49
1144,Place1144,16.0846,140.2387,Description1144,10,49
1145,Place1145,-47.28865,85.19733,Description1145,6,49
1146,Place1146,7.94514,134.85364,Description1146,10,49
1147,Place1147,-73.82832,127.74103,Description1147,10,49
1148,Place1148,-38.24199,-151.30677,Description1148,10,49
1149,Place1149,-40.89385,-56.06468,Description1149,6,49
1150,Place1150,-70.564,96.63278,Description1150,5,49
1151,Place1151,6.01051,-20.09631,Description1151,5,49
1152,Place1152,-78.91543,-175.67361,Description1152,9,49
1153,Place1153,-50.67622,-7.38701,Description1153,6,49
1154,Place1154,63.61567,-166.81459,Description1154,6,49
1155,Place1155,-23.53932,-79.52149,Description1155,9,49
1156,Place1156,66.35504,-133.17697,Description1156,,49
1157,Place1157,26.5558,101.36087,Description1157,10,49
1158,Place1158,-27.4255,-102.59358,Description1158,6,49
1159,Place1159,17.45035,145.64188,Description1159,9,49
1160,Place1160,-71.38706,106.4138,Description1160,5,49
1161,Place1161,26.32612,55.44773,Description1161,5,49
1162,Place1162,47.88458,-58.1214,Description1162,10,49
1163,Place1163,-79.52862,21.52166,Description1163,10,49
1164,Place1164,-30.65589,-132.03503,Description1164,5,49
1165,Place1165,-3.98411,-18.98122,Description1165,5,49
1166,Place1166,9.35292,169.11562,Description1166,10,49
1167,Place1167,-52.54318,-34.15088,Description1167,9,49
1168,Place1168,3.76741,109.36615,Description1168,,49
1169,Place1169,-58.7999,-82.30098,Description1169,5,49
1170,Place1170,-60.17172,57.42635,Description1170,10,49
1171,Place1171,28.7843,117.96776,Description1171,5,49
1172,Place1172,-58.50234,36.55072,Description1172,6,49
1173,Place1173,19.23284,94.80841,Description1173,5,49
1174,Place1174,6.00348,101.89372,Description1174,,49
1175,Place1175,36.6922,114.49436,Description1175,10,49
1176,Place1176,1.91312,84.54589,Description1176,5,49
1177,Place1177,44.04687,151.63295,Description1177,10,50
1178,Place1178,38.54359,-112.59005,Description1178,5,50
1179,Place1179,58.34837,6.09466,Description1179,9,50
1180,Place1180,13.53363,135.3707,Description1180,10,50
1181,Place1181,9.53541,-4.09324,Description1181,5,50
1182,Place1182,-29.21299,-175.00053,Description1182,6,50
1183,Place1183,-21.89075,120.44489,Description1183,,50
1184,Place1184,-17.93971,-8.53669,Description1184,10,50
1185,Place1185,7.40197,-121.68071,Description1185,5,50
1186,Place1186,-49.18234,-67.09516,Description1186,9,50
1187,Place1187,-27.67503,-163.48079,Description1187,6,50
1188,Place1188,45.37278,29.92371,Description1188,6,50
1189,Place1189,-27.83414,-117.61512,Description1189,5,50
1190,Place1190,-39.90355,57.92812,Description1190,10,50
1191,Place1191,16.97802,77.54078,Description1191,,50
1192,Place1192,2.76294,-39.96232,Description1192,5,50
1193,Place1193,5.20728,-159.79811,Description1193,10,50
1194,Place1194,10.7595,-66.37834,Description1194,5,50
1195,Place1195,-35.30021,-178.28872,Description1195,9,50
1196,Place1196,23.15014,-94.15524,Description1196,5,50
1197,Place1197,-19.71224,-69.41683,Description1197,6,50
1198,Place1198,13.34488,34.66012,Description1198,5,50
1199,Place1199,31.30641,-48.97666,Description1199,9,50
1200,Place1200,-57.92843,-22.42067,Description1200,5,50
1201,Place1201,-7.87383,130.50034,Description1201,5,50
1202,Place1202,17.2713,35.50483,Description1202,5,50
1203,Place1203,-58.20007,-170.28878,Description1203,5,50
1204,Place1204,-65.70984,-104.4824,Description1204,,50
1205,Place1205,-28.70175,171.4921,Description1205,10,50
1206,Place1206,-38.71541,146.30467,Description1206,10,51
1207,Place1207,5.49474,-20.21208,Description1207,10,51
1208,Place1208,10.75852,57.45885,Description1208,10,51
1209,Place1209,-48.85674,-26.90103,Description1209,5,51
1210,Place1210,-23.42781,103.62265,Description1210,6,52
1211,Place1211,-10.97451,-177.9122,Description1211,9,52
1212,Place1212,-58.56896,-6.78214,Description1212,5,52
1213,Place1213,40.93976,-46.35412,Description1213,9,52
1214,Place1214,-41.33175,-71.14005,Description1214,10,52
1215,Place1215,27.84467,-65.5551,Description1215,,52
1216,Place1216,30.28278,-44.77897,Description1216,,52
1217,Place1217,-25.53713,-17.22316,Description1217,10,52
1218,Place1218,24.97077,38.92138,Description1218,5,52
1219,Place1219,-16.14924,-152.52198,Description1219,6,52
1220,Place1220,-17.99886,-83.45946,Description1220,5,52
1221,Place1221,-11.64095,173.54236,Description1221,5,52
1222,Place1222,-22.13771,-38.74419,Description1222,6,52
1223,Place1223,44.33089,-61.45695,Description1223,9,52
1224,Place1224,43.5734,33.808,Description1224,,52
1225,Place1225,-66.40577,158.53884,Description1225,9,52
1226,Place1226,9.45244,-117.29659,Description1226,10,52
1227,Place1227,-21.40259,-59.3618,Description1227,6,52
1228,Place1228,-41.11696,120.5972,Description1228,6,52
1229,Place1229,22.44496,124.26691,Description1229,5,52
1230,Place1230,33.23593,53.69424,Description1230,5,52
1231,Place1231,40.2698,-152.6728,Description1231,10,52
1232,Place1232,48.80031,-62.39552,Description1232,6,52
1233,Place1233,2.12072,-5.77544,Description1233,,52
1234,Place1234,-20.85547,39.41104,Description1234,6,52
1235,Place1235,-16.31029,-143.87104,Description1235,10,52
1236,Place1236,36.62184,142.22816,Description1236,9,52
1237,Place1237,70.20754,-7.19014,Description1237,5,52
1238,Place1238,32.249,127.87554,Description1238,,52
1239,Place1239,-65.40063,113.73285,Description1239,6,52
1240,Place1240,46.63484,111.85121,Description1240,9,52
1241,Place1241,60.70498,45.81742,Description1241,,52
1242,Place1242,-1.14196,83.78981,Description1242,9,52
1243,Place1243,44.28562,104.38021,Description1243,6,52
1244,Place1244,-55.85966,-108.07994,Description1244,5,52
1245,Place1245,23.60871,-40.07323,Description1245,9,52
1246,Place1246,38.82051,-159.65402,Description1246,10,52
1247,Place1247,5.73271,-48.60595,Description1247,6,52
1248,Place1248,0.3799,120.88924,Description1248,10,52
1249,Place1249,73.21584,-8.66523,Description1249,,52
1250,Place1250,-15.86442,76.5177,Description1250,5,52
1251,Place1251,-35.69867,99.51715,Description1251,10,52
1252,Place1252,1.64317,-65.82698,Description1252,10,52
1253,Place1253,-72.61026,-40.18987,Description1253,,52
1254,Place1254,-74.24233,-18.1204,Description1254,8,53
1255,Place1255,-0.52618,-153.25465,Description1255,10,53
1256,Place1256,36.37646,-132.62054,Description1256,9,53
1257,Place1257,-9.95241,-92.48145,Description1257,,53
1258,Place1258,-22.45361,-64.82295,Description1258,9,53
1259,Place1259,29.96602,-161.7128,Description1259,10,54
1260,Place1260,55.81446,-9.03006,Description1260,,54
1261,Place1261,-3.27087,-161.4723,Description1261,5,54
1262,Place1262,54.27103,-68.65313,Description1262,5,54
1263,Place1263,-11.59798,-6.58109,Description1263,9,54
1264,Place1264,-72.2445,169.50484,Description1264,,54
1265,Place1265,55.08602,4.86844,Description1265,10,54
1266,Place1266,20.25763,174.3311,Description1266,10,54
1267,Place1267,1.74275,102.55983,Description1267,10,54
1268,Place1268,48.36492,-58.33464,Description1268,5,54
1269,Place1269,21.75607,139.08598,Description1269,5,54
1270,Place1270,-62.40182,-86.1399,Description1270,10,54
1271,Place1271,47.93855,-164.221,Description1271,10,54
1272,Place1272,7.39448,-108.38623,Description1272,6,54
1273,Place1273,-6.16604,-166.76545,Description1273,6,55
1274,Place1274,-50.0438,11.61411,Description1274,9,55
1275,Place1275,55.80981,24.57339,Description1275,9,55
1276,Place1276,30.2933,70.41239,Description1276,5,55
1277,Place1277,-10.33805,122.08388,Description1277,9,55
1278,Place1278,-72.23704,-14.56129,Description1278,10,55
1279,Place1279,32.61687,-67.09617,Description1279,9,55
1280,Place1280,-50.18527,-144.21702,Description1280,9,55
1281,Place1281,12.83592,-127.46083,Description1281,10,55
1282,Place1282,50.09022,32.37348,Description1282,9,55
1283,Place1283,18.64286,104.1857,Description1283,10,55
1284,Place1284,31.01244,-5.04756,Description1284,,55
1285,Place1285,9.02272,-145.95229,Description1285,9,55
1286,Place1286,70.09909,178.35411,Description1286,10,55
1287,Place1287,-48.2032,29.32433,Description1287,,55
1288,Place1288,73.26507,-173.79631,Description1288,6,55
1289,Place1289,-42.70567,-166.00977,Description1289,6,56
1290,Place1290,26.15266,-72.85411,Description1290,,56
1291,Place1291,-17.71312,16.96314,Description1291,10,56
1292,Place1292,35.65071,84.61346,Description1292,5,56
1293,Place1293,-51.17828,-92.88458,Description1293,10,57
1294,Place1294,-29.40356,174.75604,Description1294,9,57
1295,Place1295,16.94461,49.96747,Description1295,9,57
1296,Place1296,-56.66558,67.98303,Description1296,6,57
1297,Place1297,16.87905,122.28287,Description1297,6,57
1298,Place1298,50.37885,-5.89195,Description1298,5,57
1299,Place1299,-23.54793,-99.13691,Description1299,,57
1300,Place1300,16.67517,-106.09774,Description1300,6,57
1301,Place1301,-57.18161,54.2612,Description1301,6,57
1302,Place1302,28.38614,116.36116,Description1302,6,57
1303,Place1303,78.5245,-54.51219,Description1303,5,57
1304,Place1304,72.51485,50.01485,Description1304,5,57
1305,Place1305,-66.54009,-159.79792,Description1305,10,57
1306,Place1306,-60.50353,98.57078,Description1306,6,57
1307,Place1307,8.80375,-156.52687,Description1307,,57
1308,Place1308,81.67042,-175.37483,Description1308,5,57
1309,Place1309,-26.90443,-95.21629,Description1309,6,57
1310,Place1310,-27.06042,1.98751,Description1310,6,57
1311,Place1311,-16.68706,113.31448,Description1311,9,57
1312,Place1312,1.6937,171.47266,Description1312,,57
1313,Place1313,-15.20259,-104.83178,Description1313,10,57
1314,Place1314,-13.43727,74.57355,Description1314,9,57
1315,Place1315,-42.87465,133.17193,Description1315,9,57
1316,Place1316,14.70283,69.27005,Description1316,6,57
1317,Place1317,29.43134,-38.94883,Description1317,6,57
1318,Place1318,21.86802,-135.10654,Description1318,6,57
1319,Place1319,-27.98328,144.71084,Description1319,6,57
1320,Place1320,27.97246,-74.96107,Description1320,6,57
1321,Place1321,-58.55205,-0.9416,Description1321,9,57
1322,Place1322,-6.30459,-0.16786,Description1322,9,57
1323,Place1323,-63.24023,147.37332,Description1323,9,57
1324,Place1324,-37.7984,162.57545,Description1324,9,57
1325,Place1325,-37.81398,121.58854,Description1325,,57
1326,Place1326,36.49343,46.8021,Description1326,9,57
1327,Place1327,78.20567,172.41819,Description1327,9,57
1328,Place1328,-10.69874,-155.24405,Description1328,5,58
1329,Place1329,29.59472,42.91875,Description1329,,58
1330,Place1330,-59.25097,150.73343,Description1330,,58
1331,Place1331,44.76969,-90.55012,Description1331,9,58
1332,Place1332,20.39932,-123.49437,Description1332,5,58
1333,Place1333,56.86114,-136.21023,Description1333,6,58
1334,Place1334,-3.98585,-47.5858,Description1334,10,58
1335,Place1335,-54.85171,167.57404,Description1335,6,58
1336,Place1336,-74.67298,-167.86195,Description1336,6,59
1337,Place1337,-58.74459,135.46506,Description1337,5,59
1338,Place1338,36.149,-131.62153,Description1338,10,59
1339,Place1339,23.21802,164.75728,Description1339,6,59
1340,Place1340,-39.51388,-22.55062,Description1340,9,59
1341,Place1341,53.58024,2.06503,Description1341,10,59
1342,Place1342,-46.41517,-108.52585,Description1342,9,59
1343,Place1343,39.70385,109.48435,Description1343,10,59
1344,Place1344,-25.69526,-142.67546,Description1344,,59
1345,Place1345,-66.24562,78.19528,Description1345,,59
1346,Place1346,21.42729,-141.53458,Description1346,10,59
1347,Place1347,55.14606,129.23899,Description1347,,59
1348,Place1348,-43.7691,100.40563,Description1348,,59
1349,Place1349,-28.78246,157.48989,Description1349,6,59
1350,Place1350,-13.0041,-38.28816,Description1350,5,60
1351,Place1351,-2.00001,-5.37268,Description1351,9,61
1352,Place1352,1.98728,27.24267,Description1352,9,61
1353,Place1353,41.83561,92.41579,Description1353,9,61
1354,Place1354,-11.20386,178.6011,Description1354,6,61
1355,Place1355,-38.99377,-18.83606,Description1355,10,61
1356,Place1356,18.28607,71.05914,Description1356,9,61
1357,Place1357,47.16948,68.1718,Description1357,10,61
1358,Place1358,-11.14594,157.12572,Description1358,10,61
1359,Place1359,-21.34227,119.52426,Description1359,,61
1360,Place1360,20.60482,148.73926,Description1360,,61
1361,Place1361,8.74969,80.42319,Description1361,9,61
1362,Place1362,-4.55052,-51.85995,Description1362,10,61
1363,Place1363,-71.55426,127.34552,Description1363,,61
1364,Place1364,56.90116,-29.32348,Description1364,,61
1365,Place1365,-55.43431,-160.03691,Description1365,5,61
1366,Place1366,-57.02286,174.30404,Description1366,9,61
1367,Place1367,58.50515,33.95822,Description1367,6,61
1368,Place1368,-41.81468,-168.65748,Description1368,6,61
1369,Place1369,35.7788,-86.28342,Description1369,6,61
1370,Place1370,8.02452,-119.10111,Description1370,9,61
1371,Place1371,-17.08272,-98.91561,Description1371,5,62
1372,Place1372,21.39467,-71.91238,Description1372,5,62
1373,Place1373,12.02606,-22.84666,Description1373,9,62
1374,Place1374,-49.4912,-104.01503,Description1374,10,62
1375,Place1375,75.57229,34.19038,Description1375,10,62
1376,Place1376,-3.55559,51.80364,Description1376,6,62
1377,Place1377,53.69095,-10.84777,Description1377,,62
1378,Place1378,37.9064,132.43153,Description1378,5,62
1379,Place1379,-36.69569,-114.90172,Description1379,,62
1380,Place1380,-56.62957,174.61501,Description1380,5,62
1381,Place1381,49.87048,108.55264,Description1381,6,62
1382,Place1382,-33.79808,45.63817,Description1382,10,62
1383,Place1383,56.20587,-96.42773,Description1383,6,62
1384,Place1384,60.62384,-138.69219,Description1384,9,62
1385,Place1385,11.67306,60.64061,Description1385,10,62
1386,Place1386,47.12738,-41.47044,Description1386,6,62
1387,Place1387,30.75184,-151.18142,Description1387,9,62
1388,Place1388,-14.36177,167.11736,Description1388,5,62
1389,Place1389,-41.91711,-54.91815,Description1389,9,62
1390,Place1390,32.15691,-16.75956,Description1390,10,62
1391,Place1391,10.27397,-169.42665,Description1391,9,62
1392,Place1392,23.86411,81.9509,Description1392,,62
1393,Place1393,63.87462,140.08186,Description1393,5,62
1394,Place1394,-19.37202,-54.61943,Description1394,6,62
1395,Place1395,50.18587,127.58579,Description1395,6,62
1396,Place1396,20.14824,-149.86274,Description1396,6,63
1397,Place1397,-14.30665,138.62919,Description1397,9,64
1398,Place1398,4.27449,-24.02913,Description1398,,64
1399,Place1399,58.85268,-143.2408,Description1399,9,64
1400,Place1400,63.41728,-42.04988,Description1400,,64
1401,Place1401,43.1049,122.21237,Description1401,10,64
1402,Place1402,-10.25827,-149.0298,Description1402,,64
1403,Place1403,33.66693,-49.06197,Description1403,9,64
1404,Place1404,8.07643,97.10945,Description1404,6,64
1405,Place1405,-66.6067,-81.57066,Description1405,,64
1406,Place1406,-6.97843,120.42874,Description1406,5,64
1407,Place1407,-11.57192,-37.90683,Description1407,5,64
1408,Place1408,-6.16115,-50.58779,Description1408,6,64
1409,Place1409,51.53327,-144.92497,Description1409,10,64
1410,Place1410,-58.35351,-0.48182,Description1410,6,64
1411,Place1411,55.4398,-86.24128,Description1411,,64
1412,Place1412,-59.94897,-59.09465,Description1412,,64
1413,Place1413,-31.9501,115.15008,Description1413,5,64
1414,Place1414,35.71733,-175.66789,Description1414,5,64
1415,Place1415,-80.87735,-42.24596,Description1415,9,64
1416,Place1416,-15.18097,-14.32571,Description1416,6,64
1417,Place1417,-69.21922,139.29766,Description1417,5,64
1418,Place1418,-6.84123,-154.35444,Description1418,,64
1419,Place1419,40.89079,166.49385,Description1419,6,64
1420,Place1420,-73.50288,127.08328,Description1420,,64
1421,Place1421,43.14963,-11.84746,Description1421,,64
1422,Place1422,21.23584,146.77805,Description1422,6,64
1423,Place1423,-43.89789,-127.09758,Description1423,5,64
1424,Place1424,7.6304,-43.25953,Description1424,9,64
1425,Place1425,24.46615,38.66247,Description1425,6,64
1426,Place1426,36.31607,-10.25544,Description1426,9,64
1427,Place1427,-36.14645,142.36969,Description1427,10,64
1428,Place1428,-0.60251,70.27893,Description1428,9,64
1429,Place1429,41.25563,-19.16712,Description1429,10,64
1430,Place1430,-42.95585,-140.99409,Description1430,6,64
1431,Place1431,-44.38152,-1.62031,Description1431,6,64
1432,Place1432,-67.52866,-133.90903,Description1432,10,65
1433,Place1433,-2.61615,-89.56095,Description1433,,65
1434,Place1434,0.4986,77.37225,Description1434,9,65
1435,Place1435,9.09878,129.17717,Description1435,,65
1436,Place1436,-19.83894,85.82077,Description1436,5,65
1437,Place1437,-24.81131,-103.11068,Description1437,10,65
1438,Place1438,-3.04761,-165.37497,Description1438,9,65
1439,Place1439,48.95827,-173.31701,Description1439,10,65
1440,Place1440,-46.91199,-32.33336,Description1440,9,65
1441,Place1441,-45.30845,88.45432,Description1441,,65
1442,Place1442,9.63107,31.96238,Description1442,10,65
1443,Place1443,-54.65554,-163.53615,Description1443,5,65
1444,Place1444,-40.65965,160.90499,Description1444,9,65
1445,Place1445,34.8143,-132.04299,Description1445,10,65
1446,Place1446,25.07317,-62.15175,Description1446,6,66
1447,Place1447,-1.13989,-179.44492,Description1447,10,66
1448,Place1448,53.92964,141.86163,Description1448,6,66
1449,Place1449,39.62659,76.19006,Description1449,9,66
1450,Place1450,-26.15362,65.43261,Description1450,10,66
1451,Place1451,29.8158,2.76396,Description1451,10,67
1452,Place1452,62.48353,167.39696,Description1452,,67
1453,Place1453,-28.50345,69.89015,Description1453,6,67
1454,Place1454,-70.35904,174.75773,Description1454,6,68
1455,Place1455,-14.7799,140.11381,Description1455,,68
1456,Place1456,53.74022,13.64925,Description1456,6,68
1457,Place1457,29.36597,113.26477,Description1457,9,68
1458,Place1458,7.40857,-84.13017,Description1458,,68
1459,Place1459,-0.9006,-80.05336,Description1459,10,68
1460,Place1460,83.34262,-72.64802,Description1460,6,68
1461,Place1461,39.93533,100.63277,Description1461,5,68
1462,Place1462,1.63111,-48.67232,Description1462,10,68
1463,Place1463,-52.76805,170.90518,Description1463,9,68
1464,Place1464,-12.29696,45.67061,Description1464,,68
1465,Place1465,29.03457,-135.82933,Description1465,9,68
1466,Place1466,7.30532,126.47672,Description1466,10,68
1467,Place1467,19.1652,83.505,Description1467,,68
1468,Place1468,28.55515,35.11488,Description1468,5,68
1469,Place1469,16.54428,64.73061,Description1469,10,68
1470,Place1470,26.04655,37.03448,Description1470,5,68
1471,Place1471,-72.63996,-169.51198,Description1471,6,68
1472,Place1472,0.3393,38.98229,Description1472,10,68
1473,Place1473,-45.17102,91.93483,Description1473,5,68
1474,Place1474,22.66701,-119.05383,Description1474,5,68
1475,Place1475,44.59642,-122.08009,Description1475,6,68
1476,Place1476,-34.47431,-86.50248,Description1476,,68
1477,Place1477,2.97657,-156.89616,Description1477,9,68
1478,Place1478,-15.08565,96.26538,Description1478,,68
1479,Place1479,5.23084,-87.12497,Description1479,6,68
1480,Place1480,-19.72359,105.1729,Description1480,5,68
1481,Place1481,74.85879,13.86513,Description1481,9,68
1482,Place1482,-9.67414,115.19546,Description1482,5,68
1483,Place1483,42.75105,-108.33463,Description1483,6,68
1484,Place1484,6.62797,-93.11407,Description1484,5,68
1485,Place1485,47.07792,-56.03854,Description1485,10,68
1486,Place1486,-19.80688,-98.0258,Description1486,5,68
1487,Place1487,-37.47104,163.84512,Description1487,,68
1488,Place1488,-19.51275,-41.74762,Description1488,9,68
1489,Place1489,-1.11717,174.86866,Description1489,6,68
1490,Place1490,-19.09258,-46.19277,Description1490,9,68
1491,Place1491,35.43467,-146.94847,Description1491,10,68
1492,Place1492,48.42691,27.50946,Description1492,5,68
1493,Place1493,49.41597,-105.00489,Description1493,10,68
1494,Place1494,-33.55276,-150.35128,Description1494,5,68
1495,Place1495,17.3554,-96.00431,Description1495,10,68
1496,Place1496,33.93169,97.81146,Description1496,,68
1497,Place1497,33.08688,-135.02857,Description1497,,68
1498,Place1498,71.20922,171.52345,Description1498,9,69
1499,Place1499,-27.13257,-43.89335,Description1499,,69
1500,Place1500,-13.96486,120.83246,Description1500,6,69
1501,Place1501,10.3333,0.73923,Description1501,5,69
1502,Place1502,49.75699,57.80564,Description1502,5,69
1503,Place1503,20.07084,-32.20516,Description1503,9,69
1504,Place1504,31.61451,70.01908,Description1504,5,69
1505,Place1505,-13.89665,3.97433,Description1505,,69
1506,Place1506,-14.148,122.85809,Description1506,9,69
1507,Place1507,29.32264,-169.26234,Description1507,,69
1508,Place1508,-34.80442,-166.45358,Description1508,5,69
1509,Place1509,-39.26306,74.09631,Description1509,,69
1510,Place1510,-67.84083,-48.32599,Description1510,,69
1511,Place1511,-28.8943,-36.35549,Description1511,,69
1512,Place1512,21.965,70.15053,Description1512,,69
1513,Place1513,50.81407,109.5128,Description1513,,69
1514,Place1514,-59.72576,-145.5783,Description1514,10,69
1515,Place1515,61.88827,126.29991,Description1515,5,69
1516,Place1516,67.54583,104.28987,Description1516,,70
1517,Place1517,69.16841,55.23396,Description1517,,70
1518,Place1518,-26.31377,-172.94731,Description1518,6,70
1519,Place1519,-51.44264,9.39873,Description1519,,70
1520,Place1520,-2.91956,101.44314,Description1520,9,70
1521,Place1521,-27.5835,-68.32088,Description1521,,70
1522,Place1522,-79.13012,-73.72493,Description1522,9,70
1523,Place1523,-18.45807,-151.87048,Description1523,5,70
1524,Place1524,51.79163,58.49322,Description1524,,70
1525,Place1525,-22.43937,13.57573,Description1525,5,70
1526,Place1526,26.39208,76.9485,Description1526,,70
1527,Place1527,34.28964,110.78642,Description1527,5,70
1528,Place1528,14.12579,-135.17562,Description1528,9,70
1529,Place1529,-9.6503,-23.23339,Description1529,6,70
1530,Place1530,-15.51648,-105.11398,Description1530,5,70
1531,Place1531,-49.07578,3.1249,Description1531,5,70
1532,Place1532,35.72033,163.38125,Description1532,5,70
1533,Place1533,-49.15966,-62.54561,Description1533,10,70
1534,Place1534,18.93962,14.50797,Description1534,5,70
1535,Place1535,-17.54735,84.43468,Description1535,,70
1536,Place1536,69.75384,-97.81953,Description1536,,70
1537,Place1537,17.78362,-134.13088,Description1537,6,70
1538,Place1538,40.42421,-115.25503,Description1538,5,70
1539,Place1539,27.47346,71.20512,Description1539,5,70
1540,Place1540,50.19814,91.32872,Description1540,9,70
1541,Place1541,42.71528,160.39963,Description1541,10,70
1542,Place1542,17.14711,-52.76359,Description1542,,70
1543,Place1543,17.07079,164.68988,Description1543,6,70
1544,Place1544,13.44279,116.79519,Description1544,,70
1545,Place1545,-72.75827,-95.38765,Description1545,,70
1546,Place1546,-47.83276,8.24147,Description1546,6,70
1547,Place1547,40.2363,-102.47172,Description1547,6,70
1548,Place1548,-24.26121,-103.12654,Description1548,10,70
1549,Place1549,-23.91487,-88.53309,Description1549,,70
1550,Place1550,-23.04098,92.82479,Description1550,10,70
1551,Place1551,16.53226,-105.84411,Description1551,10,70
1552,Place1552,-32.41708,125.35001,Description1552,10,70
1553,Place1553,-31.8244,152.81481,Description1553,5,70
1554,Place1554,35.91995,61.8623,Description1554,5,70
1555,Place1555,-56.18739,-115.60718,Description1555,6,70
1556,Place1556,22.28557,81.15218,Description1556,5,70
1557,Place1557,-68.82392,-148.65129,Description1557,9,71
1558,Place1558,1.96876,32.17994,Description1558,5,71
1559,Place1559,4.49524,15.82753,Description1559,6,71
1560,Place1560,50.07899,-37.21637,Description1560,5,71
1561,Place1561,30.66674,-102.13396,Description1561,5,71
1562,Place1562,-28.83818,-39.24929,Description1562,9,71
1563,Place1563,-20.97708,-18.81127,Description1563,5,71
1564,Place1564,8.82881,-96.13519,Description1564,9,71
1565,Place1565,-27.40894,-16.79953,Description1565,6,71
1566,Place1566,-37.28338,101.97563,Description1566,5,71
1567,Place1567,11.13962,-113.53177,Description1567,5,71
1568,Place1568,-25.40081,39.29824,Description1568,6,71
1569,Place1569,28.46986,-38.16539,Description1569,9,71
1570,Place1570,-13.26028,137.53458,Description1570,5,71
1571,Place1571,-35.82724,-84.55606,Description1571,5,71
1572,Place1572,51.85131,-56.9997,Description1572,6,71
1573,Place1573,34.68989,-76.10669,Description1573,9,71
1574,Place1574,33.38214,134.23124,Description1574,10,71
1575,Place1575,37.57526,169.68869,Description1575,6,71
1576,Place1576,-6.04794,77.49538,Description1576,5,71
1577,Place1577,20.22977,172.81553,Description1577,5,71
1578,Place1578,-37.62247,136.27856,Description1578,9,71
1579,Place1579,16.28511,-106.69822,Description1579,5,71
1580,Place1580,26.35443,-159.54076,Description1580,10,71
1581,Place1581,9.67246,-30.54223,Description1581,9,71
1582,Place1582,-13.11353,15.14841,Description1582,,71
1583,Place1583,51.91637,-1.10535,Description1583,10,71
1584,Place1584,-25.39378,-107.08785,Description1584,9,71
1585,Place1585,-6.51183,-62.01051,Description1585,9,71
1586,Place1586,64.73591,-155.27246,Description1586,6,71
1587,Place1587,2.58115,63.11312,Description1587,,71
1588,Place1588,10.44782,-11.55516,Description1588,5,71
1589,Place1589,-60.32238,67.81426,Description1589,,71
1590,Place1590,59.51437,72.64643,Description1590,10,71
1591,Place1591,31.88546,110.44526,Description1591,9,71
1592,Place1592,-60.88802,-8.52966,Description1592,6,71
1593,Place1593,-1.03502,-134.12925,Description1593,5,72
1594,Place1594,18.73727,-173.96852,Description1594,9,72
1595,Place1595,40.03726,-92.26022,Description1595,,72
1596,Place1596,-5.48679,70.62759,Description1596,,72
1597,Place1597,64.80646,115.70574,Description1597,,72
1598,Place1598,50.29297,133.71038,Description1598,10,72
1599,Place1599,45.1017,171.94504,Description1599,,72
1600,Place1600,22.3527,-27.84413,Description1600,6,72
1601,Place1601,-9.82134,-154.22309,Description1601,10,72
1602,Place1602,50.81912,82.44171,Description1602,10,72
1603,Place1603,4.04074,-160.51556,Description1603,10,72
1604,Place1604,15.4057,88.65065,Description1604,6,72
1605,Place1605,45.82409,135.13757,Description1605,9,72
1606,Place1606,-15.99814,77.81537,Description1606,5,72
1607,Place1607,44.99955,-108.95875,Description1607,5,72
1608,Place1608,-59.14015,23.80989,Description1608,5,72
1609,Place1609,33.97483,-118.1751,Description1609,5,72
1610,Place1610,55.63855,-154.98339,Description1610,,72
1611,Place1611,-2.0961,113.41676,Description1611,,72
1612,Place1612,8.63913,161.48391,Description1612,6,72
1613,Place1613,-49.69174,80.01025,Description1613,6,72
